,ID,Lat,Lng,Bump,Distance(mi),Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Stop,Amenity,Side,Severity,timestamp,Full Date With H,Full Date Without H,Year,Day,Month,Hour,Weather_Condition,Wind_Chill(F),Precipitation(in),Temperature(F),Humidity(%),Wind_Speed(mph),Visibility(mi),Selected,Full Date,Is Holiday
265,271,37.768240000000006,-122.39638,False,0.478,False,False,False,False,False,False,False,False,R,2,2016-04-07 14:27:34,1460030400.0,1459980000.0,2016,7,4,14,Overcast,,,70.0,46.0,9.2,10.0,No,2016-4-7 14:0:0,False
266,272,37.801003,-122.374763,False,0.0,False,False,False,False,False,False,False,False,R,3,2019-09-28 22:25:00,1569700800.0,1569621600.0,2019,28,9,22,Fair,59.0,0.0,59.0,62.0,15.0,10.0,No,2019-9-28 22:0:0,True
267,273,37.73136,-122.42383999999998,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-01-14 09:18:00,1578985200.0,1578952800.0,2020,14,1,9,Fair,54.0,0.0,54.0,62.0,6.0,10.0,No,2020-1-14 9:0:0,False
268,274,37.765234,-122.404893,False,0.397,False,False,False,False,False,False,False,False,R,2,2020-12-30 03:44:00,1609290000.0,1609279200.0,2020,30,12,3,Partly Cloudy,40.0,0.0,40.0,70.0,0.0,10.0,No,2020-12-30 3:0:0,False
269,275,37.7862,-122.39069,False,0.078,False,False,False,False,False,False,False,False,R,2,2019-02-28 12:59:58,1551348000.0,1551304800.0,2019,28,2,12,Mostly Cloudy,,,55.9,53.0,5.8,10.0,No,2019-2-28 12:0:0,False
270,276,37.732021,-122.433098,False,0.0,False,False,False,False,False,False,False,False,R,3,2020-05-29 15:51:55,1590757200.0,1590703200.0,2020,29,5,15,Mostly Cloudy / Windy,70.0,0.0,70.0,55.0,25.0,10.0,No,2020-5-29 15:0:0,False
271,277,37.80811,-122.36719,False,0.037,False,False,True,False,False,False,False,False,R,2,2017-01-23 13:59:36,1485169200.0,1485122400.0,2017,23,1,13,Mostly Cloudy,,,52.0,77.0,6.9,10.0,No,2017-1-23 13:0:0,False
272,278,37.734898,-122.408661,False,0.0,False,False,False,False,False,False,False,False,R,2,2017-09-24 21:06:25,1506279600.0,1506204000.0,2017,24,9,21,Clear,,,64.9,50.0,13.8,10.0,No,2017-9-24 21:0:0,True
273,279,37.75311,-122.4028,False,0.096,False,False,False,False,False,False,False,False,R,2,2020-05-20 09:23:00,1589958000.0,1589925600.0,2020,20,5,9,Cloudy,58.0,0.0,58.0,70.0,6.0,10.0,No,2020-5-20 9:0:0,False
274,280,37.733304,-122.413753,False,0.0,False,False,False,False,False,False,False,False,L,2,2019-08-30 15:44:00,1567170000.0,1567116000.0,2019,30,8,15,Fair / Windy,70.0,0.0,70.0,65.0,22.0,10.0,No,2019-8-30 15:0:0,False
275,281,37.746078,-122.404633,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-12-01 17:43:06,1606834800.0,1606773600.0,2020,1,12,17,Fair,54.0,0.0,54.0,69.0,12.0,10.0,No,2020-12-1 17:0:0,False
276,282,37.748791,-122.404007,False,0.0,False,False,False,False,False,False,False,False,R,2,2018-09-09 17:44:37,1536505200.0,1536444000.0,2018,9,9,17,Partly Cloudy,,,64.9,61.0,21.9,10.0,No,2018-9-9 17:0:0,True
277,283,37.719265,-122.448456,False,0.0,False,False,False,False,False,False,False,False,R,2,2018-04-11 17:42:47,1523458800.0,1523397600.0,2018,11,4,17,Overcast,,,59.0,62.0,23.0,10.0,No,2018-4-11 17:0:0,False
278,284,37.808498,-122.366852,False,0.01,False,False,False,False,False,False,True,False,R,3,2016-12-08 15:36:10,1481202000.0,1481148000.0,2016,8,12,15,Overcast,,,60.1,86.0,5.8,10.0,No,2016-12-8 15:0:0,False
279,285,37.808544,-122.366714,False,0.0,False,False,False,False,False,False,False,False,R,3,2020-03-10 16:30:20,1583848800.0,1583791200.0,2020,10,3,16,Mostly Cloudy,71.0,0.0,71.0,34.0,5.0,10.0,No,2020-3-10 16:0:0,False
280,287,37.753132,-122.402833,False,0.8440000000000001,False,False,False,False,False,False,False,False,R,2,2020-10-09 16:39:30,1602252000.0,1602194400.0,2020,9,10,16,Mostly Cloudy,70.0,0.0,70.0,59.0,12.0,10.0,No,2020-10-9 16:0:0,False
281,288,37.743958,-122.405594,False,0.0,False,False,False,False,False,False,False,False,R,2,2017-07-26 15:07:41,1501074000.0,1501020000.0,2017,26,7,15,Partly Cloudy,,,73.0,53.0,20.7,10.0,No,2017-7-26 15:0:0,False
282,289,37.71036,-122.46536,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-02-25 07:53:30,1582606800.0,1582581600.0,2020,25,2,7,Fair,54.0,0.0,54.0,72.0,0.0,10.0,No,2020-2-25 7:0:0,False
283,290,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2017-06-20 12:05:43,1497952800.0,1497909600.0,2017,20,6,12,Clear,,,73.9,55.0,11.5,10.0,No,2017-6-20 12:0:0,False
284,291,37.752502,-122.403008,False,0.0,False,False,True,False,False,False,False,False,R,2,2017-09-01 11:43:52,1504256400.0,1504216800.0,2017,1,9,11,Haze,,,86.0,33.0,5.8,6.0,No,2017-9-1 11:0:0,False
285,292,37.770638,-122.40554,False,0.0,False,False,False,False,False,False,False,False,R,2,2018-09-15 18:13:40,1537027200.0,1536962400.0,2018,15,9,18,Mostly Cloudy,,,60.1,78.0,19.6,10.0,No,2018-9-15 18:0:0,True
286,293,37.761818,-122.40586100000002,False,0.0,False,False,True,False,False,False,False,False,R,3,2017-12-17 12:38:56,1513504800.0,1513461600.0,2017,17,12,12,Partly Cloudy,,,64.0,22.0,9.2,10.0,No,2017-12-17 12:0:0,True
287,294,37.808273,-122.367004,False,0.0,False,False,True,False,False,False,True,False,R,2,2018-12-27 13:51:09,1545908400.0,1545861600.0,2018,27,12,13,Partly Cloudy,,,61.0,25.0,15.0,10.0,No,2018-12-27 13:0:0,False
288,295,37.726304,-122.446015,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-01-04 02:44:00,1578096000.0,1578088800.0,2020,4,1,2,Partly Cloudy,53.0,0.0,53.0,77.0,5.0,10.0,No,2020-1-4 2:0:0,True
289,296,37.740299,-122.407852,False,0.01,False,False,False,False,False,False,False,False,R,2,2016-05-17 11:31:37,1463475600.0,1463436000.0,2016,17,5,11,Clear,,,78.1,68.0,3.5,10.0,No,2016-5-17 11:0:0,False
290,297,37.806018,-122.47436,False,0.05,False,False,False,False,False,False,False,False,R,2,2016-06-02 10:33:00,1464854400.0,1464818400.0,2016,2,6,10,Partly Cloudy,,,64.9,70.0,8.1,9.0,No,2016-6-2 10:0:0,False
291,298,37.76449,-122.45257,False,0.132,False,False,False,False,False,False,False,False,R,2,2019-01-08 08:00:19,1546927200.0,1546898400.0,2019,8,1,8,Overcast,,,53.1,89.0,8.1,10.0,No,2019-1-8 8:0:0,False
292,299,37.73101,-122.435387,False,0.7599999904629999,False,False,False,False,False,False,False,False,L,3,2018-05-02 09:19:18,1525244400.0,1525212000.0,2018,2,5,9,Partly Cloudy,,,57.9,65.0,8.1,10.0,No,2018-5-2 9:0:0,False
293,300,37.76197,-122.40578,False,0.069,False,False,True,False,False,False,False,False,R,2,2016-04-21 19:36:22,1461258000.0,1461189600.0,2016,21,4,19,Mostly Cloudy,,,64.0,67.0,12.7,10.0,No,2016-4-21 19:0:0,False
294,301,37.743544,-122.507191,False,0.13,False,False,False,False,False,False,False,False,L,2,2020-10-25 12:08:00,1603620000.0,1603576800.0,2020,25,10,12,Partly Cloudy,68.0,0.0,68.0,56.0,9.0,10.0,No,2020-10-25 12:0:0,True
295,302,37.771852,-122.423304,False,0.0,True,False,False,False,True,False,False,False,R,2,2019-12-22 06:41:00,1576987200.0,1576965600.0,2019,22,12,6,Light Rain,53.0,0.14,53.0,86.0,13.0,7.0,No,2019-12-22 6:0:0,True
296,303,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2018-01-11 15:33:52,1515675600.0,1515621600.0,2018,11,1,15,Mostly Cloudy,,,57.9,81.0,5.8,10.0,No,2018-1-11 15:0:0,False
297,304,37.802822,-122.456558,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-03-14 08:14:34,1584165600.0,1584136800.0,2020,14,3,8,Light Rain,54.0,0.02,54.0,80.0,17.0,7.0,No,2020-3-14 8:0:0,True
298,305,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2018-08-22 05:10:34,1534906800.0,1534888800.0,2018,22,8,5,Overcast,,,62.1,80.0,10.4,7.0,No,2018-8-22 5:0:0,False
299,307,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2017-06-11 08:12:37,1497160800.0,1497132000.0,2017,11,6,8,Partly Cloudy,,,59.0,62.0,18.4,10.0,No,2017-6-11 8:0:0,True
300,308,37.80902,-122.36621,False,0.174,False,False,False,False,False,False,False,False,R,2,2017-06-21 10:56:54,1498032000.0,1497996000.0,2017,21,6,10,Clear,,,68.0,68.0,6.9,10.0,No,2017-6-21 10:0:0,False
301,310,37.720490000000005,-122.40014,False,0.356,False,False,True,False,False,False,False,False,R,2,2016-11-09 16:16:31,1478700000.0,1478642400.0,2016,9,11,16,Scattered Clouds,,,73.9,55.0,,10.0,No,2016-11-9 16:0:0,False
302,311,37.80771,-122.36764,False,0.037,False,False,False,False,False,False,False,False,R,3,2019-04-13 08:48:27,1555135200.0,1555106400.0,2019,13,4,8,Fair,58.0,0.0,58.0,81.0,5.0,10.0,No,2019-4-13 8:0:0,True
303,312,37.80771,-122.36764,False,0.037,False,False,False,False,False,False,False,False,R,3,2016-12-21 16:53:05,1482328800.0,1482271200.0,2016,21,12,16,Partly Cloudy,,,59.0,48.0,9.2,10.0,No,2016-12-21 16:0:0,False
304,313,37.808498,-122.366852,False,0.00999999977648,False,False,False,False,False,False,True,False,R,3,2017-06-01 11:42:10,1496307600.0,1496268000.0,2017,1,6,11,Mostly Cloudy,,,66.0,73.0,10.4,10.0,No,2017-6-1 11:0:0,False
305,314,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2018-09-06 09:14:06,1536217200.0,1536184800.0,2018,6,9,9,Haze,,,59.0,83.0,5.8,6.0,No,2018-9-6 9:0:0,False
306,315,37.76197,-122.40578,False,0.2339999999999999,False,False,True,False,False,False,False,False,R,2,2019-02-19 10:14:11,1550563200.0,1550527200.0,2019,19,2,10,Clear,,,48.9,52.0,4.6,10.0,No,2019-2-19 10:0:0,False
307,316,37.78667,-122.3902,False,2.057,True,False,False,False,False,False,False,False,R,2,2019-06-18 07:29:57,1560834000.0,1560808800.0,2019,18,6,7,Mostly Cloudy,63.0,0.0,63.0,77.0,3.0,7.0,No,2019-6-18 7:0:0,False
308,317,37.784877,-122.39266,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-11-04 14:43:00,1572868800.0,1572818400.0,2019,4,11,14,Fair,71.0,0.0,71.0,41.0,8.0,10.0,No,2019-11-4 14:0:0,False
309,318,37.728546,-122.427612,False,0.0,True,False,False,False,False,False,False,False,R,2,2017-06-13 10:57:25,1497340800.0,1497304800.0,2017,13,6,10,Clear,,,63.0,63.0,5.8,10.0,No,2017-6-13 10:0:0,False
310,319,37.813084,-122.36168700000002,False,0.0,False,False,False,False,False,False,False,False,R,3,2019-09-05 17:15:26,1567695600.0,1567634400.0,2019,5,9,17,Fair,70.0,0.0,70.0,65.0,17.0,10.0,No,2019-9-5 17:0:0,False
311,321,37.770049,-122.406975,False,0.0,True,False,False,False,False,False,False,False,R,2,2019-11-12 06:34:00,1573531200.0,1573509600.0,2019,12,11,6,Mostly Cloudy,54.0,0.0,54.0,80.0,3.0,10.0,No,2019-11-12 6:0:0,False
312,322,37.807072,-122.475616,False,0.01,False,False,False,False,False,False,False,False,R,2,2017-04-29 20:36:04,1493488800.0,1493416800.0,2017,29,4,20,Clear,,,55.9,69.0,19.6,10.0,No,2017-4-29 20:0:0,True
313,323,37.727813,-122.40291100000002,False,0.5,False,False,False,False,False,False,False,False,R,2,2019-05-16 13:34:30,1558004400.0,1557957600.0,2019,16,5,13,Cloudy,56.0,0.01,56.0,69.0,13.0,10.0,No,2019-5-16 13:0:0,False
314,324,37.774185,-122.406418,False,0.0,False,False,False,False,False,False,False,False,R,3,2020-10-23 21:38:35,1603479600.0,1603404000.0,2020,23,10,21,Fair,59.0,0.0,59.0,75.0,6.0,10.0,No,2020-10-23 21:0:0,False
315,325,37.784877,-122.39266,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-02-13 19:56:00,1581613200.0,1581544800.0,2020,13,2,19,Mostly Cloudy,50.0,0.0,50.0,74.0,14.0,10.0,No,2020-2-13 19:0:0,False
316,326,37.808273,-122.367004,False,0.0,False,False,True,False,False,False,True,False,R,3,2019-03-06 22:21:47,1551902400.0,1551823200.0,2019,6,3,22,Overcast,,0.01,54.0,90.0,16.1,10.0,No,2019-3-6 22:0:0,False
317,327,37.74496,-122.40522,False,0.0,False,False,True,False,False,False,False,False,R,3,2020-05-27 17:44:37,1590591600.0,1590530400.0,2020,27,5,17,Fair / Windy,67.0,0.0,67.0,59.0,23.0,10.0,No,2020-5-27 17:0:0,False
318,328,37.815022,-122.358505,False,2.161,False,False,False,False,False,False,False,False,R,2,2020-12-18 22:12:00,1608321600.0,1608242400.0,2020,18,12,22,Fair,44.0,0.0,46.0,68.0,5.0,10.0,No,2020-12-18 22:0:0,False
319,329,37.73222,-122.41524,False,0.442,False,False,False,False,False,False,False,False,R,2,2017-09-19 18:07:42,1505836800.0,1505772000.0,2017,19,9,18,Partly Cloudy,,,66.9,57.0,25.3,10.0,No,2017-9-19 18:0:0,False
320,331,37.751318,-122.406219,False,0.0,True,False,False,False,False,False,False,False,R,2,2020-03-09 09:24:00,1583737200.0,1583704800.0,2020,9,3,9,Partly Cloudy,53.0,0.0,53.0,69.0,6.0,10.0,No,2020-3-9 9:0:0,False
321,332,37.808491,-122.367348,False,0.0,False,False,False,False,False,False,True,False,R,2,2019-11-27 01:02:42,1574809200.0,1574805600.0,2019,27,11,1,Partly Cloudy,50.0,0.0,50.0,74.0,9.0,10.0,No,2019-11-27 1:0:0,False
322,333,37.77332,-122.40654,False,0.168,False,False,False,False,False,False,False,False,R,2,2016-04-20 14:36:03,1461153600.0,1461103200.0,2016,20,4,14,Mostly Cloudy,,,73.9,43.0,12.7,10.0,No,2016-4-20 14:0:0,False
323,334,37.767809,-122.405666,False,0.106,False,False,False,False,False,False,False,False,R,2,2020-09-24 07:06:00,1600923600.0,1600898400.0,2020,24,9,7,Mostly Cloudy,63.0,0.0,63.0,87.0,10.0,6.0,No,2020-9-24 7:0:0,False
324,335,37.76967,-122.41598,False,0.013,False,False,True,False,False,False,False,False,R,2,2019-08-27 18:56:45,1566921600.0,1566856800.0,2019,27,8,18,Fair,64.0,0.0,64.0,75.0,20.0,10.0,No,2019-8-27 18:0:0,False
325,336,37.80771,-122.36764,False,0.109,False,False,False,False,False,False,False,False,R,2,2017-01-31 15:38:06,1485867600.0,1485813600.0,2017,31,1,15,Mostly Cloudy,,,57.0,74.0,,7.0,No,2017-1-31 15:0:0,False
326,337,37.76181,-122.405846,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-02-27 13:35:00,1582801200.0,1582754400.0,2020,27,2,13,Mostly Cloudy,70.0,0.0,70.0,42.0,6.0,10.0,No,2020-2-27 13:0:0,False
327,338,37.76817,-122.410727,False,0.0,False,False,False,False,False,False,False,False,L,2,2020-05-08 06:55:00,1588910400.0,1588888800.0,2020,8,5,6,Mostly Cloudy,53.0,0.0,53.0,83.0,7.0,10.0,No,2020-5-8 6:0:0,False
328,339,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2018-03-01 00:49:44,1519855200.0,1519855200.0,2018,1,3,0,Light Rain,,0.05,51.1,100.0,16.1,10.0,No,2018-3-1 0:0:0,False
329,340,37.731739000000005,-122.404314,False,0.3379999999999999,False,False,False,False,False,False,False,False,L,2,2020-11-17 13:47:00,1605610800.0,1605564000.0,2020,17,11,13,Light Rain,59.0,0.04,59.0,88.0,5.0,3.0,No,2020-11-17 13:0:0,False
330,341,37.775314,-122.406052,False,0.0,False,False,False,False,False,False,False,False,R,3,2017-09-18 18:42:50,1505750400.0,1505685600.0,2017,18,9,18,Mostly Cloudy,,,63.0,72.0,16.1,10.0,No,2017-9-18 18:0:0,False
331,342,37.811161,-122.363976,False,0.0,False,False,False,False,False,False,False,False,R,3,2019-10-06 06:19:15,1570334400.0,1570312800.0,2019,6,10,6,Fair,53.0,0.0,53.0,64.0,0.0,10.0,No,2019-10-6 6:0:0,True
332,343,37.75076,-122.4036,False,0.084,False,False,False,False,False,False,False,False,R,2,2017-03-13 14:01:18,1489406400.0,1489356000.0,2017,13,3,14,Partly Cloudy,,,66.0,63.0,,10.0,No,2017-3-13 14:0:0,False
333,344,37.737488,-122.402245,False,0.01,False,False,False,False,False,False,False,False,R,3,2017-01-13 20:37:08,1484330400.0,1484258400.0,2017,13,1,20,Clear,,,48.9,83.0,8.1,10.0,No,2017-1-13 20:0:0,False
334,345,37.710354,-122.46536299999998,False,0.0,False,False,True,False,False,False,False,False,R,3,2016-08-03 00:24:15,1470175200.0,1470175200.0,2016,3,8,0,Partly Cloudy,,,57.9,81.0,8.1,10.0,No,2016-8-3 0:0:0,False
335,346,37.74492,-122.40505,False,0.539,False,False,True,False,False,False,False,False,R,2,2017-03-08 15:41:43,1488978000.0,1488924000.0,2017,8,3,15,Partly Cloudy,,,63.0,65.0,12.7,10.0,No,2017-3-8 15:0:0,False
336,347,37.740299,-122.40786,False,0.0,False,False,False,False,False,False,False,False,R,2,2017-10-27 14:48:11,1509105600.0,1509055200.0,2017,27,10,14,Clear,,,73.9,57.0,4.6,10.0,No,2017-10-27 14:0:0,False
337,348,37.776653,-122.412163,False,0.01,True,False,False,False,False,False,False,False,R,2,2016-04-18 19:15:57,1460998800.0,1460930400.0,2016,18,4,19,Mostly Cloudy,,,71.1,42.0,15.0,10.0,No,2016-4-18 19:0:0,False
338,350,37.762676,-122.405228,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-01-28 14:33:51,1580212800.0,1580162400.0,2020,28,1,14,Mostly Cloudy,59.0,0.0,59.0,72.0,9.0,10.0,No,2020-1-28 14:0:0,False
339,351,37.78667,-122.3902,False,2.057,True,False,False,False,False,False,False,False,R,2,2019-05-06 12:01:17,1557136800.0,1557093600.0,2019,6,5,12,Cloudy,60.0,0.0,60.0,67.0,8.0,10.0,No,2019-5-6 12:0:0,False
340,352,37.722725,-122.447952,False,0.01,False,False,False,False,False,False,False,False,R,3,2017-01-19 22:05:33,1484856000.0,1484776800.0,2017,19,1,22,Light Rain,,0.0,52.0,80.0,15.0,10.0,No,2017-1-19 22:0:0,False
341,353,37.76792,-122.40578,False,0.12,False,False,False,False,False,False,False,False,R,2,2016-12-14 06:59:26,1481688000.0,1481666400.0,2016,14,12,6,Overcast,,,55.0,89.0,,10.0,No,2016-12-14 6:0:0,False
342,354,37.753136,-122.402802,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-06-07 02:10:08,1559865600.0,1559858400.0,2019,7,6,2,Fair,56.0,0.0,56.0,69.0,8.0,10.0,No,2019-6-7 2:0:0,False
343,355,37.74492,-122.40505,False,0.539,False,False,True,False,False,False,False,False,R,2,2018-07-11 18:24:27,1531324800.0,1531260000.0,2018,11,7,18,Partly Cloudy,,,66.0,68.0,23.0,10.0,No,2018-7-11 18:0:0,False
344,356,37.808109,-122.36718799999998,False,1.42999994755,False,False,True,False,False,False,False,False,R,3,2020-09-03 21:34:30,1599159600.0,1599084000.0,2020,3,9,21,Mostly Cloudy,63.0,0.0,63.0,75.0,7.0,10.0,No,2020-9-3 21:0:0,False
345,357,37.729942,-122.439499,False,0.01,False,False,False,False,False,False,False,False,R,3,2016-06-04 18:50:44,1465056000.0,1464991200.0,2016,4,6,18,Scattered Clouds,,,63.0,70.0,20.7,10.0,No,2016-6-4 18:0:0,True
346,358,37.73217,-122.43073,False,0.005,False,False,False,False,False,False,False,False,R,2,2019-11-01 17:48:00,1572620400.0,1572559200.0,2019,1,11,17,Fair,67.0,0.0,67.0,28.0,8.0,10.0,No,2019-11-1 17:0:0,False
347,359,37.808253,-122.366974,False,0.0,False,False,True,False,False,False,True,False,R,2,2020-02-26 15:31:00,1582722000.0,1582668000.0,2020,26,2,15,Fair,75.0,0.0,75.0,34.0,12.0,10.0,No,2020-2-26 15:0:0,False
348,360,37.750889,-122.402939,False,1.14999997616,False,False,False,False,False,False,False,False,R,2,2020-09-19 00:54:15,1600466400.0,1600466400.0,2020,19,9,0,Mostly Cloudy,61.0,0.0,61.0,90.0,17.0,10.0,No,2020-9-19 0:0:0,True
349,361,37.80771,-122.36764,False,0.037,False,False,False,False,False,False,False,False,R,2,2016-09-01 16:19:50,1472738400.0,1472680800.0,2016,1,9,16,Mostly Cloudy,,,64.9,73.0,13.8,10.0,No,2016-9-1 16:0:0,False
350,362,37.825615,-122.479262,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-02-21 00:37:00,1582236000.0,1582236000.0,2020,21,2,0,Mostly Cloudy,54.0,0.0,54.0,69.0,0.0,10.0,No,2020-2-21 0:0:0,False
351,363,37.75249,-122.40303,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-01-11 11:36:00,1578733200.0,1578693600.0,2020,11,1,11,Partly Cloudy,57.0,0.0,57.0,62.0,12.0,10.0,No,2020-1-11 11:0:0,True
352,364,37.792889,-122.402771,False,0.0,True,False,False,False,True,False,False,True,R,2,2020-11-24 08:55:22,1606197600.0,1606168800.0,2020,24,11,8,Fair,53.0,0.0,53.0,83.0,5.0,10.0,No,2020-11-24 8:0:0,False
353,365,37.784672,-122.392464,False,0.0,True,False,False,False,False,False,False,False,R,3,2019-07-31 11:37:08,1564563600.0,1564524000.0,2019,31,7,11,Fair,68.0,0.0,68.0,65.0,7.0,10.0,No,2019-7-31 11:0:0,False
354,366,37.806983,-122.475511,False,0.0,False,False,True,False,False,False,False,True,R,2,2020-01-29 11:57:00,1580288400.0,1580248800.0,2020,29,1,11,Mostly Cloudy,55.0,0.0,55.0,77.0,6.0,8.0,No,2020-1-29 11:0:0,False
355,367,37.765236,-122.404898,False,0.611,False,False,False,False,False,False,False,False,R,2,2020-11-17 18:16:00,1605628800.0,1605564000.0,2020,17,11,18,Cloudy,58.0,0.0,58.0,90.0,14.0,9.0,No,2020-11-17 18:0:0,False
356,368,37.774315,-122.406342,False,0.0,False,False,False,False,False,False,False,False,R,3,2019-08-22 17:42:40,1566486000.0,1566424800.0,2019,22,8,17,Partly Cloudy / Windy,70.0,0.0,70.0,63.0,23.0,10.0,No,2019-8-22 17:0:0,False
357,369,37.7889,-122.38756,False,0.331,False,False,False,False,False,False,False,False,R,3,2018-12-13 15:29:35,1544706000.0,1544652000.0,2018,13,12,15,Partly Cloudy,,,59.0,44.0,3.5,10.0,No,2018-12-13 15:0:0,False
358,370,37.73222,-122.41449,False,0.0,False,False,True,False,False,False,False,False,R,3,2020-05-28 18:31:52,1590681600.0,1590616800.0,2020,28,5,18,Fair / Windy,59.0,0.0,59.0,81.0,22.0,10.0,No,2020-5-28 18:0:0,False
359,371,37.729939,-122.43998,False,0.0,False,False,False,False,False,False,False,False,R,3,2019-09-06 17:25:13,1567782000.0,1567720800.0,2019,6,9,17,Fair / Windy,67.0,0.0,67.0,68.0,23.0,10.0,No,2019-9-6 17:0:0,False
360,372,37.722561,-122.447746,False,0.0,False,False,False,False,False,False,False,False,R,3,2019-03-06 06:04:17,1551844800.0,1551823200.0,2019,6,3,6,Overcast,,0.03,55.0,86.0,17.3,9.0,No,2019-3-6 6:0:0,False
361,373,37.78632,-122.472641,False,0.0,True,False,False,False,False,False,False,False,R,2,2019-07-07 14:43:10,1562500800.0,1562450400.0,2019,7,7,14,Fair / Windy,67.0,0.0,67.0,57.0,22.0,10.0,No,2019-7-7 14:0:0,True
362,374,37.736931,-122.407776,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-04-16 18:10:27,1555430400.0,1555365600.0,2019,16,4,18,Cloudy / Windy,59.0,0.0,59.0,62.0,22.0,9.0,No,2019-4-16 18:0:0,False
363,375,37.749657,-122.403524,False,1.141,False,False,False,False,False,False,False,False,R,2,2020-10-09 16:39:30,1602252000.0,1602194400.0,2020,9,10,16,Mostly Cloudy,70.0,0.0,70.0,59.0,12.0,10.0,No,2020-10-9 16:0:0,False
364,376,37.74496,-122.40522,False,0.0,False,False,True,False,False,False,False,False,R,1,2020-05-01 13:31:36,1588330800.0,1588284000.0,2020,1,5,13,Fair,68.0,0.0,68.0,36.0,18.0,10.0,No,2020-5-1 13:0:0,False
365,377,37.726040000000005,-122.44624,False,0.05,False,False,False,False,False,False,False,False,R,2,2017-07-14 10:52:39,1500019200.0,1499983200.0,2017,14,7,10,Partly Cloudy,,,66.0,70.0,8.1,10.0,No,2017-7-14 10:0:0,False
366,378,37.726304,-122.446015,False,0.0,False,False,True,False,False,False,False,False,R,2,2019-09-26 17:53:00,1569510000.0,1569448800.0,2019,26,9,17,Fair,73.0,0.0,73.0,59.0,18.0,10.0,No,2019-9-26 17:0:0,False
367,379,37.709316,-122.467303,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-01-16 07:48:00,1579150800.0,1579125600.0,2020,16,1,7,Light Rain,52.0,0.03,52.0,77.0,16.0,8.0,No,2020-1-16 7:0:0,False
368,380,37.808253,-122.366974,False,0.0,False,False,True,False,False,False,True,False,R,2,2020-03-02 10:23:00,1583136000.0,1583100000.0,2020,2,3,10,Fair,64.0,0.0,64.0,14.0,9.0,10.0,No,2020-3-2 10:0:0,False
369,381,37.793201,-122.46965,False,0.01,False,False,False,False,False,False,False,False,R,2,2017-04-06 13:55:18,1491476400.0,1491429600.0,2017,6,4,13,Overcast,,0.0,62.1,32.0,21.9,10.0,No,2017-4-6 13:0:0,False
370,382,37.714134,-122.451393,False,0.0,False,False,False,False,False,False,False,False,R,3,2017-08-23 09:16:28,1503471600.0,1503439200.0,2017,23,8,9,Overcast,,,62.1,78.0,4.6,9.0,No,2017-8-23 9:0:0,False
371,383,37.789227,-122.395126,False,0.01,True,False,False,False,False,False,False,True,R,2,2016-04-21 08:36:53,1461218400.0,1461189600.0,2016,21,4,8,Overcast,,,63.0,72.0,10.4,10.0,No,2016-4-21 8:0:0,False
372,384,37.778066,-122.401202,False,0.1969999999999999,False,False,False,False,False,False,False,False,R,2,2020-11-10 04:34:00,1604973600.0,1604959200.0,2020,10,11,4,Fair,39.0,0.0,42.0,58.0,5.0,10.0,No,2020-11-10 4:0:0,False
373,385,37.765285,-122.404907,False,0.01,False,False,False,False,False,False,False,False,R,2,2017-03-10 17:38:59,1489158000.0,1489096800.0,2017,10,3,17,Partly Cloudy,,,66.9,73.0,9.2,10.0,No,2017-3-10 17:0:0,False
374,386,37.75251,-122.403005,False,0.129,False,False,True,False,False,False,False,False,R,2,2020-11-20 19:08:00,1605891600.0,1605823200.0,2020,20,11,19,Fair,57.0,0.0,57.0,59.0,3.0,10.0,No,2020-11-20 19:0:0,False
375,387,37.775951,-122.404854,False,0.0,False,False,True,False,False,False,False,False,R,3,2016-09-13 20:07:32,1473789600.0,1473717600.0,2016,13,9,20,Partly Cloudy,,,64.0,67.0,16.1,10.0,No,2016-9-13 20:0:0,False
376,388,37.785542,-122.39138,False,0.0,False,False,True,False,False,False,False,False,R,3,2018-03-23 06:36:50,1521777600.0,1521756000.0,2018,23,3,6,Partly Cloudy,38.4,,42.1,85.0,5.8,10.0,No,2018-3-23 6:0:0,False
