Year,timestamp,Day,date,Month,Lat,Hour,Lng,Weather_Condition,Distance(mi),Wind_Chill(F),Crossing,Precipitation(in),Railway,Temperature(F),Stop,Humidity(%),Side,Wind_Speed(mph),Severity,Visibility(mi),Selected,ID
2018,11/29/2016 19:32,8,5/25/2015 0:00,2,37.80771,15,-122.36764,Partly Cloudy,0.037,55,FALSE,0,FALSE,70,FALSE,42,R,11.5,2,10,No,1553
2019,12/1/2020 16:52,10,9/5/2016 0:00,1,37.719153,17,-122.448268,Partly Cloudy,0.138,53,FALSE,0,FALSE,57,FALSE,74,R,5.8,2,7,No,1554
2020,4/25/2017 5:44,2,11/23/2017 0:00,1,37.80811,12,-122.36719,Mostly Cloudy,0.037,55,FALSE,0,FALSE,55,FALSE,77,R,3,2,10,No,1555
2018,1/29/2020 10:01,3,1/19/2015 0:00,8,37.78699,9,-122.389859,Partly Cloudy,0,70,FALSE,0,FALSE,60.1,FALSE,80,R,3.5,2,7,No,1556
2019,11/4/2017 4:38,12,1/21/2019 0:00,10,37.729954,16,-122.439507,Mostly Cloudy,0,73,FALSE,0,FALSE,73,FALSE,42,R,9,3,10,No,1557
2020,7/27/2016 15:41,25,12/25/2016 0:00,2,37.814063,8,-122.477834,Fair,0.153,57,FALSE,0,FALSE,57,FALSE,67,R,0,2,10,No,1558
2019,11/26/2020 9:27,17,2/19/2018 0:00,11,37.756818,23,-122.403585,Fair,0.343,53,FALSE,0,FALSE,53,FALSE,77,R,0,2,10,No,1559
2020,9/25/2018 17:30,3,5/27/2013 0:00,9,37.734898,21,-122.408661,Fair,0,60,FALSE,0,FALSE,60,FALSE,80,R,15,2,10,No,1560
2018,2/7/2017 16:23,19,10/14/2019 0:00,9,37.734898,7,-122.408661,Partly Cloudy,0.01,76,FALSE,0,FALSE,52,FALSE,83,R,12.7,3,10,No,1561
2019,3/9/2018 10:44,13,10/14/2019 0:00,10,37.752502,15,-122.403008,Fair,0,69,FALSE,0,FALSE,69,FALSE,44,R,14,2,10,No,1562
2020,1/21/2020 13:19,25,11/23/2017 0:00,11,37.778062,1,-122.401983,Mostly Cloudy,0,52,FALSE,0,FALSE,52,FALSE,89,R,12,2,10,No,1563
2019,2/8/2020 2:40,10,1/16/2012 0:00,8,37.72401,15,-122.401464,Fair,0,74,FALSE,0,FALSE,74,FALSE,55,R,18,2,10,No,1564
2016,8/16/2016 15:29,18,11/27/2014 0:00,10,37.76801,19,-122.3963,Scattered Clouds,0,66,FALSE,0,FALSE,63,FALSE,65,R,17.3,2,10,No,1565
2019,4/19/2020 20:59,4,7/4/2018 0:00,11,37.77286,9,-122.40655,Fair,0,60,FALSE,0,FALSE,60,FALSE,72,R,5,1,10,No,1566
2017,12/25/2020 21:25,13,9/7/2020 0:00,4,37.807138,6,-122.475672,Overcast,0.013,73,FALSE,0,FALSE,55.9,FALSE,80,R,13.8,2,10,No,1567
2020,2/15/2019 18:22,22,9/5/2016 0:00,1,37.63275,16,-122.40273,Fair,0.611,60,FALSE,0,FALSE,60,FALSE,67,R,6,2,10,No,1568
2018,10/15/2019 20:13,22,1/19/2015 0:00,3,37.770664,16,-122.40593,Scattered Clouds,0,42.5,FALSE,0,FALSE,54,FALSE,59,R,28.8,3,10,No,1569
2020,1/17/2020 8:06,8,9/5/2016 0:00,1,37.771915,7,-122.423416,Partly Cloudy,0,50,TRUE,0,TRUE,50,FALSE,86,R,5,2,10,No,1570
2016,9/1/2016 14:00,12,5/30/2016 0:00,5,37.77848,10,-122.40061,Overcast,0.362,89,FALSE,0,FALSE,59,FALSE,72,R,4.6,2,10,No,1571
2016,12/10/2020 22:48,27,9/2/2013 0:00,5,37.778066,11,-122.401202,Partly Cloudy,0.197,75,FALSE,0,FALSE,63,FALSE,75,R,4.6,2,10,No,1572
2020,11/15/2018 7:46,27,10/9/2017 0:00,8,37.7251,15,-122.40167,Fair,0.404,68,FALSE,0,FALSE,68,FALSE,59,R,17,2,10,No,1573
2017,5/26/2016 16:27,3,2/17/2014 0:00,2,37.730019,11,-122.439314,Overcast,0.413,67,FALSE,0,FALSE,60.1,FALSE,75,R,21.9,2,10,No,1574
2019,12/1/2020 17:25,12,12/25/2020 0:00,5,37.807138,4,-122.475672,Cloudy,0.013,55,FALSE,0,FALSE,55,FALSE,77,R,7,2,10,No,1575
2020,2/14/2020 18:27,17,12/25/2015 0:00,12,37.774315,22,-122.406342,Fair,0,50,FALSE,0,FALSE,50,FALSE,71,R,9,3,10,No,1576
2019,4/20/2018 9:11,20,11/11/2015 0:00,9,37.732697,18,-122.405182,Fair,0,73,FALSE,0,FALSE,73,FALSE,41,R,18,2,10,No,1577
2020,5/16/2017 14:28,26,1/1/2016 0:00,2,37.72135,14,-122.44822,Fair,0.715,75,TRUE,0,FALSE,75,FALSE,36,R,8,2,10,No,1578
2020,11/15/2020 18:01,31,9/7/2020 0:00,12,37.771567,5,-122.423119,Fair,0.023,50,TRUE,0,FALSE,50,FALSE,74,L,7,2,10,No,1579
2019,6/5/2016 7:42,12,9/1/2014 0:00,3,37.762817,7,-122.392799,Haze,0.01,59,FALSE,0.15,FALSE,50,FALSE,83,R,15,3,10,No,1580
2020,5/19/2020 15:27,17,10/13/2014 0:00,2,37.772948,10,-122.40655,Mostly Cloudy,0,57,FALSE,0,FALSE,57,FALSE,64,R,0,2,10,No,1581
2016,5/11/2016 15:09,19,10/12/2020 0:00,4,37.732208,8,-122.414513,Partly Cloudy,0.01,53,FALSE,0,FALSE,64.9,FALSE,50,R,3.5,3,10,No,1582
2018,11/6/2017 16:57,9,10/9/2017 0:00,10,37.71701,7,-122.398918,Partly Cloudy,0,64,FALSE,0,FALSE,55.9,FALSE,87,R,3.5,2,10,No,1583
2017,5/26/2020 5:46,10,2/20/2017 0:00,3,37.770914,19,-122.405721,Partly Cloudy,0,70,FALSE,0,FALSE,61,FALSE,62,R,13.8,2,10,No,1584
2017,3/10/2019 6:10,18,1/1/2015 0:00,8,37.771664,17,-122.423325,Partly Cloudy,0,55,TRUE,0,TRUE,66.9,FALSE,68,L,18.4,2,10,No,1585
2016,10/18/2017 16:46,3,1/2/2017 0:00,5,37.772949,3,-122.406563,Mostly Cloudy,0,52,FALSE,0,FALSE,55,FALSE,80,R,4.6,3,10,No,1586
2019,12/19/2019 12:23,25,11/22/2018 0:00,9,37.766694,10,-122.395005,Partly Cloudy,0,78,TRUE,0,TRUE,78,FALSE,48,R,5,2,10,No,1587
2019,5/23/2020 13:57,14,1/1/2015 0:00,9,37.773745,17,-122.408515,Partly Cloudy / Windy,0,66,TRUE,0,FALSE,66,FALSE,68,R,25,2,10,No,1588
2019,1/6/2017 18:55,9,11/22/2018 0:00,10,37.761818,14,-122.405861,Fair,0.01,72,FALSE,0,FALSE,72,FALSE,34,R,13,2,10,No,1589
2016,5/16/2020 7:07,28,1/16/2012 0:00,8,37.765419,2,-122.404861,Overcast,0,76,FALSE,0,FALSE,63,FALSE,72,R,11.5,2,10,No,1590
2017,3/28/2020 21:57,14,1/1/2013 0:00,8,37.769462,18,-122.411137,Overcast,0,52,FALSE,0,FALSE,61,FALSE,81,R,15,2,8,No,1591
2016,12/17/2020 0:07,12,1/1/2016 0:00,12,37.749428,11,-122.404083,Mostly Cloudy,0,55,FALSE,0,FALSE,55.9,FALSE,64,R,3.5,2,10,No,1592
2019,8/18/2016 7:56,25,1/1/2019 0:00,10,37.71951,14,-122.44822,Fair,0.016,81,FALSE,0,FALSE,81,FALSE,17,R,8,2,10,No,1593
2017,11/15/2020 8:26,17,11/28/2013 0:00,4,37.760718,18,-122.406281,Light Rain,0.404,54,FALSE,0.03,FALSE,59,FALSE,81,R,9.2,2,10,No,1594
2019,10/3/2018 14:15,27,1/1/2015 0:00,9,37.77586,2,-122.39485,Cloudy,0.117,66,FALSE,0,TRUE,66,FALSE,78,R,12,3,10,No,1595
2019,9/11/2018 22:21,27,11/10/2017 0:00,9,37.752502,18,-122.403008,Mostly Cloudy,0,61,FALSE,0,FALSE,61,FALSE,67,R,20,2,10,No,1596
2018,8/19/2019 13:42,28,2/18/2013 0:00,3,37.784458,8,-122.393044,Partly Cloudy,1.840000033,85,FALSE,0,FALSE,59,FALSE,72,R,13.8,3,10,No,1597
2018,2/28/2020 1:51,28,1/18/2016 0:00,2,37.768215,15,-122.405867,Overcast,0,54,FALSE,0,FALSE,53.1,FALSE,74,R,5.8,2,10,No,1598
2020,12/29/2020 4:40,29,12/25/2020 0:00,3,37.778624,21,-122.401245,Mostly Cloudy,0.327,57,FALSE,0,FALSE,57,FALSE,72,R,10,2,10,No,1599
2020,3/29/2019 6:50,28,10/10/2016 0:00,2,37.80864,18,-122.366615,Mostly Cloudy,0,57,FALSE,0,FALSE,57,FALSE,77,R,14,3,10,No,1600
2020,11/13/2018 18:18,18,10/9/2017 0:00,7,37.723717,7,-122.401115,Cloudy,0,62,TRUE,0,FALSE,62,FALSE,78,R,5,2,8,No,1601
2019,6/14/2020 19:43,15,11/28/2019 0:00,11,37.808253,12,-122.366974,Partly Cloudy,0,64,FALSE,0,FALSE,64,TRUE,65,R,5,2,10,No,1602
2017,3/14/2020 7:20,2,1/1/2016 0:00,11,37.813675,7,-122.361519,Partly Cloudy,0,50,FALSE,0,FALSE,46.9,FALSE,100,R,5,3,7,No,1603
2020,10/21/2016 17:29,5,2/20/2017 0:00,3,37.80771,23,-122.36764,Cloudy,0.037,56,FALSE,0,FALSE,56,FALSE,72,R,6,2,10,No,1604
2020,2/27/2019 14:28,14,9/3/2018 0:00,4,37.76197,19,-122.40578,Fair,0.234,66,FALSE,0,FALSE,66,FALSE,42,R,8,2,10,No,1605
2020,2/5/2020 17:20,16,11/11/2016 0:00,5,37.731976,8,-122.415405,Mostly Cloudy,0,58,FALSE,0,FALSE,58,FALSE,81,R,12,3,10,No,1606
2016,6/2/2017 10:23,12,11/23/2017 0:00,12,37.80721,5,-122.47535,Mostly Cloudy,0.007,42,FALSE,0,FALSE,50,FALSE,77,R,6.9,2,10,No,1607
2018,6/20/2018 19:09,2,11/22/2018 0:00,5,37.723988,8,-122.401277,Scattered Clouds,0,56,FALSE,0,FALSE,55,FALSE,72,R,13.8,2,10,No,1608
2016,8/21/2017 6:42,23,11/11/2016 0:00,5,37.77051,9,-122.41979,Mostly Cloudy,0,61,TRUE,0,FALSE,60.1,FALSE,100,R,12.7,2,10,No,1609
2020,1/6/2019 16:43,17,2/16/2015 0:00,11,37.73713,1,-122.40815,Mostly Cloudy / Windy,0,66,FALSE,0,FALSE,66,FALSE,35,R,25,3,10,No,1610
2020,10/24/2018 14:56,6,7/4/2019 0:00,11,37.769718,7,-122.404968,Partly Cloudy / Windy,0,56,FALSE,0,FALSE,56,FALSE,67,R,22,2,10,No,1611
2016,12/13/2017 18:43,6,2/18/2013 0:00,10,37.785542,16,-122.39138,Clear,0,50,FALSE,0,FALSE,69.1,FALSE,38,R,20.7,3,10,No,1612
2019,2/28/2018 8:47,3,9/7/2020 0:00,2,37.80036,0,-122.44711,Mostly Cloudy,0,70,TRUE,0,FALSE,52,FALSE,89,L,16.1,2,10,No,1613
2017,4/26/2017 17:14,25,2/15/2016 0:00,9,37.812807,7,-122.362458,Partly Cloudy,0,53,FALSE,0,FALSE,55.9,FALSE,75,R,3.5,2,10,No,1614
2017,10/20/2019 17:52,5,1/1/2016 0:00,12,37.822089,17,-122.478777,Clear,0,56,FALSE,0,FALSE,54,FALSE,69,R,8.1,2,10,No,1615
2020,6/16/2016 18:34,15,9/3/2018 0:00,12,37.80771,1,-122.36764,Mostly Cloudy,0.078,48,FALSE,0,FALSE,48,FALSE,74,R,3,2,10,No,1616
2019,12/12/2016 4:58,11,5/29/2017 0:00,4,37.771572,12,-122.411285,Cloudy / Windy,0.01,58,FALSE,0,FALSE,58,FALSE,62,L,24,2,8,No,1617
2017,9/1/2018 11:57,30,1/20/2020 0:00,11,37.737186,19,-122.402534,Clear,0,55,FALSE,0,FALSE,55,FALSE,77,R,8.1,2,10,No,1618
2017,3/22/2017 9:58,25,9/2/2019 0:00,3,37.73465,17,-122.475113,Partly Cloudy,0.01,50,TRUE,0,FALSE,57,FALSE,69,L,20.7,2,10,No,1619
2017,2/13/2020 9:03,19,1/2/2017 0:00,1,37.732277,23,-122.414904,Light Rain,0,51,FALSE,0,FALSE,52,FALSE,83,R,20.7,2,10,No,1620
2017,9/12/2017 7:57,8,11/11/2016 0:00,2,37.755489,9,-122.442947,Light Rain,0,61,FALSE,0.04,FALSE,62.1,FALSE,86,L,12.7,2,3,No,1621
2020,9/30/2020 12:21,3,2/20/2017 0:00,4,37.808495,10,-122.367325,Mostly Cloudy,0,55,FALSE,0,FALSE,55,TRUE,45,R,3,3,10,No,1622
2016,9/19/2019 16:24,15,9/2/2013 0:00,9,37.743917,17,-122.405635,Partly Cloudy,0,66,FALSE,0.01,FALSE,61,FALSE,72,R,23,2,10,No,1623
2020,8/21/2020 10:41,19,10/8/2018 0:00,2,37.748203,1,-122.403954,Fair,0,43,FALSE,0,FALSE,47,FALSE,86,L,9,2,10,No,1624
2020,11/5/2018 8:00,7,9/1/2014 0:00,2,37.784866,21,-122.392578,Fair,0,50,FALSE,0,FALSE,50,FALSE,86,R,20,3,10,No,1625
2019,1/18/2017 22:28,17,11/12/2018 0:00,4,37.732243,8,-122.432076,Fair,0.01,56,FALSE,0,FALSE,56,FALSE,72,R,5,3,8,No,1626
2018,6/22/2020 20:10,7,1/18/2016 0:00,9,37.813756,5,-122.361464,Partly Cloudy,0,84,FALSE,0,FALSE,53.1,FALSE,96,R,9.2,2,10,No,1627
2016,5/21/2018 22:30,13,1/20/2014 0:00,6,37.775951,5,-122.404854,Overcast,0,52,FALSE,0,FALSE,59,FALSE,75,R,11.5,3,10,No,1628
2019,10/21/2017 14:24,4,5/27/2019 0:00,11,37.769375,21,-122.405533,Shallow Fog,0,52,FALSE,0,FALSE,52,FALSE,86,R,0,2,10,No,1629
2017,4/8/2018 9:19,16,7/4/2019 0:00,5,37.734627,14,-122.406326,Mostly Cloudy,0,58,FALSE,0,FALSE,61,FALSE,67,R,18.4,3,10,No,1630
2016,11/2/2016 23:08,22,7/3/2015 0:00,4,37.72604,1,-122.44624,Overcast,0.05,57,FALSE,0,FALSE,61,FALSE,67,R,10.4,3,10,No,1631
2019,3/22/2020 17:47,29,12/25/2012 0:00,10,37.81052,17,-122.36465,Fair,0,68,FALSE,0,FALSE,68,FALSE,16,R,9,1,10,No,1632
2020,2/15/2017 11:05,4,9/5/2016 0:00,4,37.80937,14,-122.36581,Light Rain / Windy,1.922,60,FALSE,0,FALSE,60,FALSE,72,R,21,2,9,No,1633
2020,8/12/2018 5:04,9,1/1/2015 0:00,11,37.785542,5,-122.39138,Fair,0,40,FALSE,0,FALSE,40,FALSE,65,R,0,3,9,No,1634
2017,4/3/2020 22:40,20,2/16/2015 0:00,9,37.76181,16,-122.40587,Mostly Cloudy,0.012,58,FALSE,0,FALSE,66.9,FALSE,79,R,15,3,10,No,1635
2018,12/5/2019 17:28,20,1/1/2013 0:00,11,37.751003,8,-122.403305,Haze,0,63,FALSE,0,FALSE,53.6,FALSE,58,R,18,2,2.5,No,1636
2019,8/8/2018 12:37,31,9/4/2017 0:00,1,37.774826,19,-122.405869,Clear,0,73,FALSE,0,FALSE,55.9,FALSE,80,R,5.8,3,10,No,1637
2017,2/2/2020 13:09,11,5/25/2015 0:00,11,37.78173,21,-122.397252,Scattered Clouds,0,58,FALSE,0,FALSE,55.9,FALSE,80,R,6.9,2,10,No,1638
2020,12/22/2020 22:58,12,7/3/2020 0:00,3,37.811069,16,-122.47749,Partly Cloudy,2.557,67,FALSE,0,FALSE,67,FALSE,39,R,18,2,10,No,1639
2019,9/9/2019 7:12,29,9/5/2016 0:00,3,37.71554,7,-122.398495,Partly Cloudy,0,67,FALSE,0,FALSE,50,FALSE,80,R,3.5,2,10,No,1640
2020,9/5/2018 8:31,18,5/26/2014 0:00,12,37.731361,23,-122.423836,Fair,0,47,FALSE,0,FALSE,49,FALSE,74,R,6,3,10,No,1641
2019,2/6/2019 18:17,14,11/22/2012 0:00,5,37.769932,16,-122.418297,Cloudy,0,63,FALSE,0,FALSE,63,FALSE,63,R,13,2,10,No,1642
2016,6/1/2020 4:47,11,11/23/2017 0:00,6,37.813098,16,-122.36171,Scattered Clouds,0,55,FALSE,0,FALSE,79,FALSE,39,R,15,2,10,No,1643
2020,6/14/2020 19:43,24,7/3/2015 0:00,3,37.80856,18,-122.3667,Mostly Cloudy,0.041,56,FALSE,0,FALSE,56,FALSE,72,R,12,2,10,No,1644
2018,5/25/2017 13:02,15,7/4/2014 0:00,6,37.77848,8,-122.40061,Partly Cloudy,0.362,63,FALSE,0,FALSE,62.1,FALSE,62,R,9.2,2,10,No,1645
2017,6/12/2020 16:18,8,10/9/2017 0:00,9,37.80773,18,-122.36762,Mostly Cloudy,0,41.3,FALSE,0,FALSE,63,FALSE,93,R,10.4,4,10,No,1646
2017,10/18/2019 13:12,27,2/18/2013 0:00,9,37.786045,7,-122.392981,Clear,0,60,TRUE,0,FALSE,64,FALSE,60,R,15,2,10,No,1647
2018,10/11/2017 11:41,22,11/27/2014 0:00,8,37.76646,5,-122.405273,Overcast,0,65,FALSE,0,FALSE,62.1,FALSE,80,R,10.4,2,7,No,1648
2020,3/14/2017 15:30,14,1/15/2018 0:00,12,37.77304,18,-122.40657,Partly Cloudy,0.208,51,FALSE,0,FALSE,51,FALSE,77,R,9,2,10,No,1649
2020,5/3/2016 3:08,2,2/17/2014 0:00,11,37.762817,9,-122.392799,Fair,0.01,61,FALSE,0,FALSE,61,FALSE,78,R,0,3,9,No,1650
2020,2/28/2017 6:19,2,11/28/2019 0:00,5,37.753036,17,-122.403024,Mostly Cloudy,0.102,65,FALSE,0,FALSE,65,FALSE,65,R,14,2,10,No,1651
2018,3/8/2020 19:45,25,1/1/2015 0:00,7,37.801637,14,-122.461179,Partly Cloudy,0,60,FALSE,0,FALSE,71.1,FALSE,59,R,16.1,2,10,No,1652
2016,11/26/2019 16:07,13,9/3/2018 0:00,9,37.80669,21,-122.474869,Clear,0,60,FALSE,0,FALSE,64,FALSE,73,R,5.8,2,10,No,1653
2016,4/18/2016 14:46,30,10/14/2019 0:00,3,37.8089,10,-122.36634,Mostly Cloudy,0.146,52,FALSE,0,FALSE,55.9,FALSE,67,R,4.6,2,10,No,1654
2019,1/21/2020 3:31,11,7/4/2017 0:00,12,37.765283,18,-122.404835,Cloudy,0,60,FALSE,0,FALSE,60,FALSE,80,R,7,2,10,No,1655
2020,6/10/2017 0:18,10,9/2/2019 0:00,11,37.73172,12,-122.404655,Partly Cloudy,0,60,FALSE,0,FALSE,60,FALSE,32,R,5,3,10,No,1656
2016,12/27/2019 19:57,15,11/11/2019 0:00,9,37.769668,18,-122.416133,Partly Cloudy,0,71,FALSE,0,FALSE,62.1,FALSE,80,R,12.7,2,10,No,1657
2017,4/3/2017 17:51,16,1/19/2015 0:00,1,37.781715,6,-122.39724,Partly Cloudy,0.01,41,FALSE,0,FALSE,46,FALSE,73,R,10.4,3,10,No,1658
2016,11/7/2018 7:45,10,11/22/2018 0:00,8,37.76974,11,-122.424583,Partly Cloudy,0,60,FALSE,0,FALSE,70,FALSE,61,R,11.5,2,10,No,1659
2018,9/15/2017 20:51,18,10/10/2016 0:00,5,37.719162,7,-122.448273,Overcast,0,52,FALSE,0,FALSE,55.9,FALSE,80,R,9.2,3,8,No,1660
2019,5/3/2020 17:03,16,2/18/2019 0:00,9,37.78699,14,-122.389859,Mostly Cloudy,0,70,FALSE,0,FALSE,70,FALSE,57,R,12,2,10,No,1661
2018,5/19/2019 19:42,1,11/11/2015 0:00,4,37.80811,18,-122.36719,Partly Cloudy,2.061,50,FALSE,0,FALSE,60.1,FALSE,55,R,11.5,3,10,No,1662
2018,9/3/2019 18:01,12,1/1/2018 0:00,10,37.743949,22,-122.405578,Clear,0,40.1,FALSE,0,FALSE,63,FALSE,46,R,8.1,2,10,No,1663
2020,5/9/2020 21:02,7,1/19/2015 0:00,2,37.77286,8,-122.40655,Fog,0,46,FALSE,0,FALSE,46,FALSE,100,R,0,3,0,No,1664
2020,4/5/2017 9:51,24,5/27/2013 0:00,1,37.740299,13,-122.40786,Cloudy,0.01,59,FALSE,0,FALSE,59,FALSE,75,R,6,2,10,No,1665
2016,11/2/2019 9:10,5,2/20/2012 0:00,8,37.779259,12,-122.400139,Overcast,0.629999995,64,FALSE,0,FALSE,63,FALSE,75,R,12.7,2,10,No,1666
2017,2/18/2019 17:03,22,7/4/2019 0:00,8,37.808323,21,-122.367363,Partly Cloudy,0,78,FALSE,0.09,FALSE,61,TRUE,81,R,16.1,3,10,No,1667
2018,8/21/2018 5:48,7,11/11/2020 0:00,3,37.80771,18,-122.36764,Mostly Cloudy,0.037,63,FALSE,0,FALSE,62.1,FALSE,20,R,5.8,2,10,No,1668
2019,3/30/2017 14:36,27,2/17/2014 0:00,9,37.76197,7,-122.40578,Cloudy,0.069,64,FALSE,0,FALSE,64,FALSE,84,R,12,2,5,No,1669
2016,11/26/2018 7:42,10,5/27/2013 0:00,6,37.743958,17,-122.405594,Mostly Cloudy,0,50,FALSE,0,FALSE,64,FALSE,56,R,17.3,2,10,No,1670
2020,10/12/2019 18:14,20,11/12/2012 0:00,5,37.808253,9,-122.366974,Cloudy,0,58,FALSE,0,FALSE,58,TRUE,70,R,6,2,10,No,1671
2019,9/15/2017 21:59,3,1/20/2020 0:00,10,37.772949,5,-122.406563,Fair,0,50,FALSE,0,FALSE,50,FALSE,83,R,3,3,10,No,1672
2018,2/26/2017 18:44,8,1/20/2020 0:00,2,37.769646,22,-122.417847,Clear,0.01,72,TRUE,0,FALSE,59,FALSE,53,R,5.8,2,10,No,1673
2020,1/23/2019 17:26,6,10/12/2020 0:00,2,37.752755,23,-122.40279,Shallow Fog,0.639,51,FALSE,0,FALSE,51,FALSE,89,R,5,3,10,No,1674
2018,5/19/2016 12:34,17,7/4/2019 0:00,12,37.814529,7,-122.360291,Overcast,0,57,FALSE,0,FALSE,52,FALSE,93,R,5.8,3,1,No,1675
2019,12/15/2019 19:21,30,5/27/2019 0:00,5,37.729924,7,-122.439969,Cloudy,0,54,FALSE,0,FALSE,54,FALSE,83,R,10,2,9,No,1676
2020,8/23/2017 5:49,4,2/18/2019 0:00,1,37.781715,19,-122.39724,Partly Cloudy,0,53,FALSE,0,FALSE,53,FALSE,77,R,9,3,10,No,1677
2019,8/14/2017 15:54,9,9/7/2020 0:00,10,37.743958,20,-122.405594,Fair,0,61,FALSE,0,FALSE,61,FALSE,58,R,6,2,10,No,1678
2017,12/25/2018 20:20,13,2/18/2013 0:00,6,37.786991,15,-122.389854,Clear,0,48,FALSE,0,FALSE,71.1,FALSE,51,R,15,3,10,No,1679
2017,10/20/2019 18:48,10,5/27/2013 0:00,2,37.813697,15,-122.361552,Mostly Cloudy,0,64,FALSE,0,FALSE,61,FALSE,60,R,13.8,2,10,No,1680
2019,10/18/2016 17:03,7,1/18/2016 0:00,4,37.80771,11,-122.36764,Partly Cloudy,0.037,65,FALSE,0,FALSE,65,FALSE,70,R,8,2,10,No,1681
2016,2/16/2018 11:25,22,7/4/2013 0:00,11,37.73251,8,-122.41368,Mostly Cloudy,0.02,66,FALSE,0,FALSE,55.9,FALSE,72,R,10.4,2,10,No,1682
2020,6/23/2016 11:22,25,1/2/2012 0:00,1,37.732208,13,-122.414513,Fog,0,55,FALSE,0,FALSE,55,FALSE,93,R,7,3,2,No,1683
2019,2/23/2017 18:33,19,10/13/2014 0:00,3,37.733913,9,-122.411354,Haze,0.01,67,FALSE,0,FALSE,57.9,FALSE,81,R,5.8,2,5,No,1684
2020,7/29/2016 13:47,26,10/9/2017 0:00,11,37.778088,11,-122.401169,Fair,0,67,FALSE,0,FALSE,67,FALSE,20,R,16,2,10,No,1685
2019,6/22/2018 7:07,30,10/13/2014 0:00,12,37.80811,14,-122.36719,Fair,0.037,56,FALSE,0,FALSE,56,FALSE,67,R,6,2,10,No,1686
2020,12/22/2019 10:34,5,11/11/2016 0:00,7,37.809872,6,-122.365311,Fair,0,59,FALSE,0,FALSE,59,FALSE,78,R,5,3,10,No,1687
2019,6/10/2017 16:57,11,9/3/2012 0:00,9,37.808716,9,-122.366631,Fair,0,64,FALSE,0,FALSE,64,FALSE,72,R,0,3,10,No,1688
2017,8/10/2020 9:51,21,11/11/2015 0:00,9,37.725174,7,-122.401688,Partly Cloudy,0,55,FALSE,0,FALSE,57,FALSE,69,R,12.7,2,10,No,1689
2020,6/17/2019 19:23,15,5/25/2015 0:00,8,37.771023,15,-122.40609,Partly Cloudy,0,94,FALSE,0,FALSE,94,FALSE,21,R,13,3,10,No,1690
2020,2/15/2020 22:17,24,7/4/2012 0:00,2,37.784858,9,-122.392571,Fair,0,55,FALSE,0,FALSE,55,FALSE,77,R,7,2,10,No,1691
2019,4/11/2016 13:02,7,11/28/2013 0:00,12,37.785542,15,-122.39138,Cloudy,0.01,62,FALSE,0.02,FALSE,62,FALSE,80,R,20,3,10,No,1692
2017,3/26/2020 22:14,1,11/11/2019 0:00,9,37.81053,12,-122.36464,Haze,0,50,FALSE,0,FALSE,93,FALSE,19,R,8.1,3,5,No,1693
2020,3/9/2017 22:03,13,1/1/2016 0:00,2,37.803108,15,-122.453644,Fair,0.01,56,FALSE,0,FALSE,56,FALSE,67,R,7,2,10,No,1694
2017,2/4/2020 17:57,12,9/3/2012 0:00,12,37.808253,9,-122.366974,Partly Cloudy,0,55,FALSE,0,FALSE,54,TRUE,75,R,3.5,2,10,No,1695
2017,7/6/2017 4:39,23,2/18/2013 0:00,3,37.7374,18,-122.40227,Mostly Cloudy,0,58,FALSE,0,FALSE,55,FALSE,64,R,8.1,2,10,No,1696
2017,5/5/2016 13:02,26,7/4/2018 0:00,2,37.725178,18,-122.401657,Mostly Cloudy,0.01,67,FALSE,0,FALSE,52,FALSE,74,R,6.9,2,10,No,1697
2018,12/5/2018 17:54,11,7/4/2012 0:00,5,37.73473,0,-122.40638,Partly Cloudy,0.42,64,FALSE,0,FALSE,53.1,FALSE,77,R,11.5,2,10,No,1698
2016,6/16/2017 14:23,12,1/20/2014 0:00,4,37.784985,7,-122.392754,Overcast,0,58,FALSE,0.2,FALSE,55,FALSE,74,R,23,3,9,No,1699
2020,4/30/2019 17:18,16,5/28/2018 0:00,2,37.808491,0,-122.367348,Mostly Cloudy,0,49,FALSE,0,FALSE,49,TRUE,83,R,3,3,10,No,1700
2020,11/13/2019 15:42,4,10/14/2013 0:00,4,37.75983,20,-122.39226,Mostly Cloudy,0,53,FALSE,0,FALSE,53,FALSE,83,R,9,2,9,No,1701
2018,10/8/2019 18:13,9,2/18/2019 0:00,10,37.813697,7,-122.361552,Partly Cloudy,0,59,FALSE,0,FALSE,55.9,FALSE,90,R,5.8,2,10,No,1702
2017,8/7/2018 15:57,14,7/4/2018 0:00,8,37.753132,15,-122.402832,Overcast,0,46,FALSE,0.01,FALSE,63,FALSE,70,R,16.1,2,10,No,1703
2017,11/20/2016 12:28,29,7/4/2019 0:00,11,37.73007,4,-122.43918,Clear,0.405,43.5,FALSE,0,FALSE,45,FALSE,93,R,3.5,2,10,No,1704
2019,3/6/2017 15:32,2,11/26/2020 0:00,4,37.75141,16,-122.40274,Mostly Cloudy,0.076,59,FALSE,0,FALSE,59,FALSE,69,R,13,3,10,No,1705
2019,9/8/2019 12:38,27,11/26/2020 0:00,8,37.807153,9,-122.475694,Fair,0,66,FALSE,0,FALSE,66,FALSE,70,R,3,2,10,No,1706
2020,5/24/2017 9:15,11,11/11/2013 0:00,1,37.732243,4,-122.432076,Cloudy,0.01,50,FALSE,0.01,FALSE,50,FALSE,89,R,3,3,7,No,1707
